text,frequency,avg_sentiment_tb,avg_sentiment_vs,%age_share
!,324,0.14462963988575073,0.1461148148148148,0.04521981856245638
#,1323,0.09124736977370347,0.20417989417989438,0.18464759246336357
%,25,0.09862626262626265,0.132636,0.0034891835310537334
&,98,0.05612561474806372,0.12771224489795924,0.013677599441730635
'',53,-0.010218004392532698,0.038081132075471716,0.007397069085833915
's,237,0.0700323991035169,0.0879902953586498,0.03307745987438939
(,60,0.02462699414782748,0.05346166666666668,0.00837404047452896
),69,0.09141103930959005,0.11801884057971014,0.009630146545708304
",",731,0.08700917213696614,0.14996060191518465,0.10202372644801116
-,25,0.0723502886002886,-0.013439999999999994,0.0034891835310537334
.,1423,0.10167860615621067,0.1892780744905134,0.1986043265875785
..,82,0.10632580706894733,0.25658536585365865,0.011444521981856245
...,479,0.09790866557763749,0.21112400835073047,0.06685275645498953
1,21,0.17445359204287778,0.3716904761904762,0.0029309141660851363
2,22,0.05750631313131314,-0.005718181818181814,0.0030704815073272856
:,865,0.03737621822755493,0.06177479768786122,0.12072575017445918
;,101,0.059904061834754906,0.12925742574257432,0.014096301465457083
?,333,0.05442411623835237,-0.048515015015015026,0.04647592463363573
@,524,0.08333057499580046,0.1759994274809158,0.07313328681088625
OK hand,42,0.4267800453514739,0.45453571428571415,0.0058618283321702725
``,47,-0.015148508898508896,0.06319999999999999,0.006559665038381019
abt,21,0.1513426999587714,-0.10672857142857144,0.0029309141660851363
also,80,0.09051304901695525,0.19136124999999998,0.011165387299371946
always,59,0.1504636100716609,0.39295762711864407,0.008234473133286811
amp,95,0.0522589048378522,0.1320452631578948,0.013258897418004187
anything,38,0.04473788638262322,-0.04292105263157895,0.0053035589672016745
appreciate,61,0.18825234192037466,0.644204918032787,0.00851360781577111
ask,24,0.1441005291005291,0.19945000000000002,0.003349616189811584
attention,42,0.06454064454064457,0.21706190476190476,0.0058618283321702725
away,30,0.0477298581048581,-0.05213999999999999,0.00418702023726448
back,21,0.11223356009070296,0.2340047619047619,0.0029309141660851363
bad,31,-0.35973508122701664,-0.3590290322580645,0.0043265875785066295
bcoz,22,0.01382882395382395,0.02108636363636364,0.0030704815073272856
beautiful,24,0.570339937426991,0.7688541666666667,0.003349616189811584
become,37,0.10818417443417444,0.1139945945945946,0.005163991625959525
best,24,0.6499960167147667,0.6641833333333332,0.003349616189811584
better,41,0.31338168268046324,0.43076829268292693,0.005722260990928122
big,63,0.06164479259717355,0.34472380952380977,0.008792742498255408
bill,42,0.08574585137085139,0.09656904761904762,0.0058618283321702725
bjp,56,0.03726568297773656,0.06364285714285714,0.007815771109560363
black,31,-0.07525487206938822,0.011277419354838704,0.0043265875785066295
bless,130,0.2471978021978022,0.7597292307692313,0.018143754361479414
blind,21,-0.030118102796674224,-0.09263333333333332,0.0029309141660851363
bollywood,67,0.1672884091447523,0.2748597014925373,0.009351011863224006
bring,45,0.12724885762385765,0.21059555555555562,0.00628053035589672
business,76,0.17816518687818034,0.004389473684210531,0.010607117934403349
ca,29,0.11537760611036471,0.12538275862068965,0.004047452896022331
call,66,0.02608133554156282,-0.0647848484848485,0.009211444521981856
care,54,0.07399985302763082,0.2203018518518519,0.007536636427076064
celebrities,65,0.09130694305694308,0.20269384615384614,0.009071877180739707
celebrity,33,0.1419678932178932,0.1704,0.004605722260990928
china,25,0.012688552188552183,-0.268112,0.0034891835310537334
clapping hands,40,0.14965603298611113,0.21093250000000005,0.005582693649685973
come,67,0.14841329629809105,0.18116268656716422,0.009351011863224006
comment,54,0.03303330928330929,-0.03867962962962962,0.007536636427076064
concern,46,0.08939570393374745,0.31625,0.00642009769713887
country,252,0.09255458484600355,0.06367698412698412,0.035170969993021634
dear,88,0.18557629870129866,0.6201022727272725,0.012281926029309142
delhi,38,0.051814186666160375,-0.17838684210526315,0.0053035589672016745
democracy,63,0.10639072127167362,0.07482380952380951,0.008792742498255408
democratic,25,0.09170743145743147,0.189528,0.0034891835310537334
die,31,0.07385642135642136,-0.3537935483870968,0.0043265875785066295
do,48,0.11115205956514551,0.2832166666666666,0.006699232379623168
dont,45,0.047512395783229126,-0.0334088888888889,0.00628053035589672
ekta,40,0.06104166666666666,0.18016000000000001,0.005582693649685973
enough,24,0.1471047528860029,0.09870416666666665,0.003349616189811584
even,81,0.07185911298675848,0.02727530864197531,0.011304954640614095
ever,21,0.01887566137566138,-0.07025714285714287,0.0029309141660851363
every,35,0.06221879509379509,0.10070857142857147,0.004884856943475227
everyone,61,0.07161808364677218,0.12883934426229512,0.00851360781577111
face,32,0.05309606481481482,0.042128125000000016,0.004466154919748779
face blowing a kiss,35,0.23867638483965012,0.6615914285714286,0.004884856943475227
face with tears of joy,49,0.5262830012957566,0.2869591836734695,0.0068387997208653175
fake,28,-0.17701166180758016,-0.19976428571428567,0.003907885554780182
fan,21,0.18414021164021163,0.474347619047619,0.0029309141660851363
farm,66,0.03445933906161179,0.15415151515151518,0.009211444521981856
farmer,226,0.13169813804527575,0.3330646017699111,0.03154221912072575
farmerprotest,51,0.09269084401437343,0.3177470588235294,0.007117934403349616
farmers,1067,0.13193361606877033,0.3597486410496723,0.14891835310537335
farmersareindia,42,0.15142797017797016,0.18499047619047623,0.0058618283321702725
farmersprostest,96,0.10601149140211642,0.27429479166666687,0.013398464759246336
farmersprotest,357,0.08742554976536068,0.23357675070027992,0.04982554082344731
farmersprotests,80,0.10536644345238097,0.2461275,0.011165387299371946
feel,35,0.07858554937126365,0.04819999999999999,0.004884856943475227
fight,23,0.18397609636740073,0.24938260869565215,0.003210048848569435
fire,27,0.06378306878306877,0.027511111111111108,0.003768318213538032
first,44,0.12314999972670428,-0.0461590909090909,0.006140963014654571
flag: India,42,0.13984264412835842,0.3431809523809524,0.0058618283321702725
flexed biceps,28,0.10223214285714285,0.26512857142857144,0.003907885554780182
folded hands,514,0.1358789266109309,0.41420972762645947,0.07173761339846475
folded hands: light skin tone,99,0.3356750194250192,0.36793030303030283,0.013817166782972784
folded hands: medium-light skin tone,35,0.09233333333333335,0.3375828571428572,0.004884856943475227
follow,23,0.12614706851119895,0.32593478260869563,0.003210048848569435
food,36,0.08795509660092996,0.1933722222222222,0.005024424284717376
fuck,28,-0.2479166988765203,-0.26753571428571427,0.003907885554780182
full,25,0.26253135435992575,0.18250000000000002,0.0034891835310537334
get,144,0.1061731576679493,0.08284166666666665,0.020097697138869504
girl,44,0.14712548444107898,0.20546363636363638,0.006140963014654571
give,61,0.11947844960140046,0.3800672131147541,0.00851360781577111
global,21,0.03517290249433106,0.1900857142857143,0.0029309141660851363
go,96,0.059440603016774875,0.022164583333333338,0.013398464759246336
god,113,0.24308663435875824,0.7415132743362836,0.015771109560362876
good,221,0.6183124555183384,0.49029683257918466,0.030844382414515002
government,182,0.052619141487763935,0.049387362637362625,0.02540125610607118
govt,82,0.031939513914552034,0.059251219512195134,0.011444521981856245
great,129,0.5899910861102716,0.6581015503875962,0.018004187020237265
gretathunberg,24,0.007353670634920639,0.11690833333333332,0.003349616189811584
hai,43,0.07156699889258028,0.10682093023255815,0.006001395673412422
happen,55,0.047228859208972844,-0.05846909090909091,0.007676203768318213
heart,35,0.1840122139764997,0.7017514285714287,0.004884856943475227
heart suit,57,0.16653996101364524,0.6206929824561404,0.007955338450802513
hell,24,-0.049764384920634924,-0.6082249999999999,0.003349616189811584
help,57,0.1616777634321494,0.43479649122807035,0.007955338450802513
hi,25,0.07603333333333333,0.07151999999999996,0.0034891835310537334
https,836,0.03489646488020441,0.056018779904306176,0.11667829727843684
huge,22,0.2410497835497836,0.5996818181818182,0.0030704815073272856
human,110,0.08362546406590644,0.06619090909090908,0.015352407536636426
humanity,43,0.19228657001912816,0.3807627906976744,0.006001395673412422
ignore,26,0.015730212248069392,0.04898076923076925,0.0036287508722958827
india,620,0.09287203675580703,0.13797870967741924,0.08653175157013258
indiaagainstpropaganda,61,0.07970489437702552,0.14305573770491806,0.00851360781577111
indian,494,0.12563962387240865,0.2818993927125506,0.06894626657362177
indianfarmershumanrights,31,0.08260816692268304,0.19429032258064521,0.0043265875785066295
indians,90,0.05684730238896903,0.08081555555555557,0.01256106071179344
indiarejectspropaganda,21,0.11624372981515838,-0.0029000000000000033,0.0029309141660851363
indiatogether,43,0.07520642471223868,0.11329999999999998,0.006001395673412422
interfere,50,0.02641304112554112,-0.008913999999999998,0.006978367062107467
internal,130,0.07459728558478558,0.04155692307692314,0.018143754361479414
international,44,0.07888866341991344,0.27935227272727275,0.006140963014654571
internet,35,-0.030728703458295297,-0.22381142857142866,0.004884856943475227
issue,127,0.10128446834770652,0.21071417322834654,0.017725052337752966
istandwithfarmers,51,0.0670329520697168,0.24272156862745098,0.007117934403349616
jai,28,0.029826324469181615,0.19868214285714286,0.003907885554780182
ji,58,0.151820197044335,0.38861379310344824,0.008094905792044662
job,85,0.5626820728291317,0.5172870588235289,0.011863224005582694
justice,24,0.0997953869047619,-0.06484999999999999,0.003349616189811584
kanganateam,24,0.05198929398148149,-0.13408333333333333,0.003349616189811584
kashmir,30,0.022439187796330664,-0.03889,0.00418702023726448
ke,24,0.09027777777777778,0.15985416666666666,0.003349616189811584
keep,79,0.17605325976765845,0.3285898734177216,0.011025819958129797
ki,42,0.08412698412698413,0.03344523809523809,0.0058618283321702725
kill,33,0.024519158030521664,-0.7110151515151515,0.004605722260990928
kind,26,0.2763190975690976,0.4244192307692308,0.0036287508722958827
kisan,48,0.065625,0.19591250000000002,0.006699232379623168
know,260,0.05441183995402744,0.10353307692307694,0.03628750872295883
knowledge,40,0.13431662608225106,0.0939725,0.005582693649685973
ko,22,0.12315932765151517,0.06992272727272728,0.0030704815073272856
lady,28,0.24521931689342405,0.485275,0.003907885554780182
law,37,0.026786981786981797,0.006316216216216205,0.005163991625959525
laws,41,0.021813969397810867,0.06149756097560973,0.005722260990928122
let,47,0.12187651591906913,0.1826170212765958,0.006559665038381019
life,32,0.14088338744588744,0.31144375,0.004466154919748779
like,175,0.1231101130351131,0.29560799999999987,0.024424284717376135
live,65,0.10737599900099899,0.17414923076923072,0.009071877180739707
look,53,0.1474833067875521,0.2853188679245283,0.007397069085833915
lose,22,0.10886019283746555,0.021959090909090897,0.0030704815073272856
lot,92,0.23775093716669793,0.5252304347826086,0.01284019539427774
love,268,0.4065901182428533,0.7752749999999997,0.03740404745289602
madam,41,0.18741692568102633,0.42940243902439024,0.005722260990928122
make,88,0.07131148812256766,0.14189772727272726,0.012281926029309142
mam,165,0.2059350649350648,0.4437872727272723,0.023028611304954642
many,55,0.23549839302112033,0.12149272727272732,0.007676203768318213
matter,195,0.05285946541884042,0.01758871794871797,0.02721563154221912
may,26,0.11301354895104895,0.43078076923076924,0.0036287508722958827
mean,25,0.06626377344877345,0.16604800000000006,0.0034891835310537334
media,90,0.047763835205799486,0.010417777777777776,0.01256106071179344
million,28,0.10464835429121144,0.042907142857142866,0.003907885554780182
mind,56,0.21020886479591838,-0.009808928571428574,0.007815771109560363
minister,22,0.11742424242424242,-0.09636363636363637,0.0030704815073272856
modi,130,0.04199977522477523,-0.044949230769230755,0.018143754361479414
money,51,0.09166354988965282,-0.1065764705882353,0.007117934403349616
months,21,0.00030053940768226274,-0.16555238095238098,0.0029309141660851363
mouth,21,0.07166005291005291,0.04075238095238095,0.0029309141660851363
much,371,0.20716047903379492,0.41530188679245184,0.0517794836008374
must,23,-0.034356818704644784,0.1312782608695652,0.003210048848569435
n,31,0.03221406169994876,-0.030712903225806453,0.0043265875785066295
n't,363,0.05431095780463038,0.012537465564738306,0.05066294487090021
narendramodi,25,-0.06705714285714286,-0.24392399999999997,0.0034891835310537334
nation,42,0.08888518475572049,0.15109285714285717,0.0058618283321702725
national,23,0.0737888198757764,-0.23882173913043478,0.003210048848569435
need,143,0.14007432151182153,0.2479713286713287,0.019958129797627355
never,31,0.003582542009961371,0.16793225806451614,0.0043265875785066295
new,34,0.10148772056170953,0.10106764705882354,0.004745289602233077
news,25,0.021778174603174598,0.014256000000000005,0.0034891835310537334
nice,41,0.593234610917538,0.50739756097561,0.005722260990928122
nofarmersnofood,27,0.13079218106995885,0.30409629629629625,0.003768318213538032
nose,38,0.01519671574770258,0.1075842105263158,0.0053035589672016745
nothing,31,0.037661639435832985,0.055383870967741944,0.0043265875785066295
one,136,0.09632657633760576,0.10743676470588234,0.01898115840893231
others,28,0.042695835910121625,-0.028021428571428576,0.003907885554780182
pakistan,26,0.04452953296703296,-0.17754615384615385,0.0036287508722958827
pay,100,0.11721834505772001,0.09068900000000005,0.013956734124214934
peaceful,21,0.16742394179894182,0.07601428571428573,0.0029309141660851363
people,225,0.06657850689434017,0.1515062222222223,0.0314026517794836
person,24,0.19361017165704664,0.10806666666666666,0.003349616189811584
please,116,0.11604259899383823,0.3824284482758619,0.016189811584089324
pls,24,0.030642036999458878,0.17527916666666674,0.003349616189811584
pm,31,0.013908235581622675,0.05423548387096774,0.0043265875785066295
poke,28,0.03922619047619048,0.1507607142857143,0.003907885554780182
police,32,0.04593753875248016,-0.4865375,0.004466154919748779
poor,35,-0.12253949848337606,-0.28993428571428576,0.004884856943475227
post,52,0.0996081349206349,0.21961346153846154,0.007257501744591765
power,28,0.12623544114615542,0.20741785714285715,0.003907885554780182
problem,25,0.062319444444444455,-0.08623599999999997,0.0034891835310537334
problems,23,0.11397946859903384,-0.1721086956521739,0.003210048848569435
propaganda,25,-0.020519047619047617,-0.048028,0.0034891835310537334
protest,248,0.13420094577394948,0.0369524193548387,0.034612700628053036
proud,82,0.6189004922922602,0.6374012195121953,0.011444521981856245
punjab,66,0.3134358192312738,0.522440909090909,0.009211444521981856
put,27,0.014263718534551861,-0.08376666666666666,0.003768318213538032
question,22,0.09173553719008264,0.06915454545454544,0.0030704815073272856
r,96,0.1240370783730159,0.07341145833333335,0.013398464759246336
raise,108,0.11915831596387148,0.29583888888888893,0.015073272854152128
raised fist,36,0.07585978835978836,0.42903888888888886,0.005024424284717376
read,33,0.029569033134374038,-0.0586,0.004605722260990928
real,59,0.16348969415706707,0.3332508474576272,0.008234473133286811
reality,22,0.02852674471992653,-0.03443181818181818,0.0030704815073272856
really,63,0.18519368858654567,0.3882365079365081,0.008792742498255408
red heart,301,0.10208844239397157,0.675256478405315,0.04200976971388695
respect,176,0.1668770208938,0.6518272727272725,0.024563852058618284
right,259,0.1397454047648561,0.0024266409266409258,0.036147941381716675
rihaana,21,0.20439980158730162,0.32492380952380956,0.0029309141660851363
rihana,165,0.18662713170667714,0.420213939393939,0.023028611304954642
rihanna,803,0.16289378200688778,0.40586699875467097,0.11207257501744591
rihannasupportsindianfarmers,26,0.13215811965811966,0.20898461538461538,0.0036287508722958827
riri,41,0.12218675249571374,0.2987170731707317,0.005722260990928122
rolling on the floor laughing,23,0.1665575396825397,0.43329130434782603,0.003210048848569435
rose,26,0.15464743589743593,0.36593076923076934,0.0036287508722958827
salute,41,0.2528633130081301,0.33902195121951223,0.005722260990928122
save,25,0.09983373015873016,0.3364599999999999,0.0034891835310537334
say,111,0.05302148043219473,-0.012422522522522513,0.015491974877878576
see,72,0.09028773599086096,0.14888888888888896,0.010048848569434752
sell,46,0.019108887790953006,0.0470891304347826,0.00642009769713887
shame,63,0.041517587193607604,-0.3503571428571428,0.008792742498255408
share,25,0.1359857142857143,0.6263599999999998,0.0034891835310537334
sheaf of rice,42,0.11646284271284271,0.26196666666666674,0.0058618283321702725
shit,31,-0.02041451380161057,-0.38366774193548375,0.0043265875785066295
show,62,0.11999837080482242,0.17022258064516133,0.008653175157013259
shut,42,0.0317236280033899,-0.02681190476190475,0.0058618283321702725
sister,37,0.20412834912834912,0.4709297297297297,0.005163991625959525
situation,22,0.06705424783549783,0.3203954545454546,0.0030704815073272856
sleep,26,0.011009268509268515,0.025703846153846157,0.0036287508722958827
smiling face with heart-eyes,50,0.1222875,0.5569840000000001,0.006978367062107467
smiling face with hearts,29,0.17078817733990145,0.7678517241379311,0.004047452896022331
smiling face with smiling eyes,41,0.2104110207768745,0.8342682926829266,0.005722260990928122
solve,25,0.06592121212121212,-0.06234799999999998,0.0034891835310537334
something,33,0.035305016251985955,-0.010693939393939388,0.004605722260990928
song,23,0.1489390727744765,0.3708173913043478,0.003210048848569435
sorry,22,-0.21692156959202416,-0.09759545454545454,0.0030704815073272856
speak,111,0.07865747240747237,0.1327891891891892,0.015491974877878576
sport,72,0.15637566137566136,0.35582777777777785,0.010048848569434752
spot,40,0.16436255411255413,0.26800250000000003,0.005582693649685973
spread,23,0.07971920289855071,0.033608695652173906,0.003210048848569435
stand,166,0.12360869614822922,0.3610686746987948,0.02316817864619679
standwithfarmers,89,0.07386943268965741,0.17553258426966287,0.012421493370551292
star,27,0.19992479357062687,0.18184814814814812,0.003768318213538032
start,39,0.1456298331298331,0.13750256410256412,0.005443126308443824
state,27,-0.04899995323606435,-0.17958148148148145,0.003768318213538032
stay,49,0.10223418588214504,0.15902653061224492,0.0068387997208653175
still,36,-0.008890266754850088,-0.0006388888888888833,0.005024424284717376
stop,36,-0.010931276638741915,-0.2522305555555555,0.005024424284717376
support,1251,0.174303557563261,0.6141976818545107,0.17459874389392882
supportfarmers,47,0.07276595744680851,0.18899361702127657,0.006559665038381019
supportfarmersprotest,27,0.08148148148148149,0.2879518518518519,0.003768318213538032
taapsee,66,0.06222041847041849,0.14638939393939396,0.009211444521981856
take,97,0.0667959119143075,0.06651134020618558,0.013538032100488486
talk,354,0.06174371646414374,0.02135762711864408,0.04940683879972087
tell,41,0.02390760831309612,0.018017073170731694,0.005722260990928122
terrorist,38,0.09044296346927927,-0.46152894736842115,0.0053035589672016745
thank,2108,0.17653651553841793,0.5573798861480035,0.2942079553384508
thanku,92,0.09078416149068325,0.2301478260869566,0.01284019539427774
thankyou,51,0.09961331968684911,0.33744509803921563,0.007117934403349616
thanx,48,0.13639835858585858,0.30197708333333334,0.006699232379623168
thing,21,0.041053611920958855,-0.04315238095238095,0.0029309141660851363
things,22,0.047800806359045,0.007145454545454551,0.0030704815073272856
think,96,0.14698715554916733,0.15908854166666672,0.013398464759246336
thnks,28,0.08482142857142859,0.22591428571428573,0.003907885554780182
thnku,24,0.056249999999999994,0.183175,0.003349616189811584
thnx,47,0.08936170212765958,0.25140851063829783,0.006559665038381019
thumbs up,194,0.15594391986104292,0.2680273195876287,0.02707606420097697
thx,36,0.034806397306397306,0.49899444444444463,0.005024424284717376
time,62,0.08457636561467209,0.09387903225806457,0.008653175157013259
tractor,24,0.14620265151515152,0.4311416666666667,0.003349616189811584
true,38,0.27102649201127815,0.4862763157894736,0.0053035589672016745
trump,21,0.01887755102040816,0.02109523809523809,0.0029309141660851363
truth,51,0.17223350451291622,0.5542117647058825,0.007117934403349616
try,73,0.06115669908478127,0.09812191780821926,0.010188415910676901
tweet,304,0.11947626812948565,0.19738717105263137,0.042428471737613396
twitter,21,0.10468936817151102,0.18558571428571424,0.0029309141660851363
two hearts,24,0.10895833333333332,0.6553833333333333,0.003349616189811584
u,402,0.15538484273034187,0.3121263681592037,0.05610607117934403
understand,50,0.08352061688311688,0.243398,0.006978367062107467
ur,102,0.10350593978121557,0.2208735294117648,0.014235868806699232
us,166,0.14019612541073384,0.34721807228915647,0.02316817864619679
use,33,0.15629325067569114,0.14083333333333334,0.004605722260990928
victory hand,21,0.07674603174603174,0.5380428571428572,0.0029309141660851363
voice,124,0.10362343189964152,0.333150806451613,0.017306350314026518
want,82,0.05517412803998172,0.1167719512195122,0.011444521981856245
watch,35,0.0504417044595616,0.01836571428571429,0.004884856943475227
way,38,0.123189412926255,0.15210789473684208,0.0053035589672016745
well,62,0.08451180875576035,0.3235112903225805,0.008653175157013259
whole,40,0.1859075577200578,0.22894500000000004,0.005582693649685973
without,28,0.1124886621315193,0.14956071428571427,0.003907885554780182
women,24,0.10201967592592594,-0.0412875,0.003349616189811584
word,25,0.049972023809523806,0.22590400000000005,0.0034891835310537334
work,70,0.3343701746418264,0.32709714285714286,0.009769713886950453
world,139,0.11146138608593642,0.22305323741007188,0.019399860432658757
worry,30,0.08194444444444446,-0.024020000000000003,0.00418702023726448
would,37,0.12942406692406694,0.1843945945945946,0.005163991625959525
wrong,27,-0.1884678130511464,-0.3789333333333333,0.003768318213538032
ye,21,0.11156374007936508,0.07555238095238094,0.0029309141660851363
yes,60,0.016151785714285712,0.3768883333333335,0.00837404047452896
zindabad,22,0.07840909090909091,0.1735181818181818,0.0030704815073272856
और,23,-0.02028985507246377,0.025760869565217392,0.003210048848569435
कर,23,0.05417215634606939,0.07689130434782608,0.003210048848569435
का,23,-0.0391304347826087,0.05588695652173913,0.003210048848569435
किसान,21,-0.023809523809523808,0.014138095238095238,0.0029309141660851363
की,31,0.0010752688172043009,0.05158387096774193,0.0043265875785066295
के,48,-0.0027462121212121202,0.038037499999999995,0.006699232379623168
को,31,-0.013929618768328446,-0.010967741935483872,0.0043265875785066295
में,34,-0.0038770053475935817,0.0207,0.004745289602233077
से,25,0.02806060606060606,0.050735999999999996,0.0034891835310537334
है,53,0.01761006289308176,0.08184528301886791,0.007397069085833915
’,192,0.08778669264883453,0.04542083333333332,0.026796929518492673
